36;561255;CATER Martin;1992;SLO;Stoeckli
37;511981;WEBER Ralph;1993;SUI;Head
38;501987;MONSEN Felix;1994;SWE;Atomic
45;561216;KLINE Bostjan;1991;SLO;Nordica
46;104468;READ Jeffrey;1997;CAN;Atomic
DID NOT START: 1 competitor;;1991 GER;;Head
42	202345;SCHWAIGER Dominik;;;
Jury;;;Technical Data;
FIS Technical Delegate;GUT Marco;SUI;Course Name;Stelvio
Referee;WALDNER Markus;FIS;Start Altitude;1886m
Assistant Referee;TRINKL Hannes;FIS;Finish Altitude;1245m
Chief of Race;GALLI Omar;ITA;Vertical Drop;641m
;;;Course Length;2129m
;;;Homologation Number;12285/01/17
Race Information;;;;
Course Setter;EVERS Andy;GER;;
Gates	46
Start Time	11:30
Forerunners:;;;;;;
;F1 - MOLTENI Nicolo;ITA;F2 - SIMONI Federico;ITA;F3 - RIZZI Martino;ITA
;F4 - RESINELLI Luca;ITA;;;;
Conditions on course:;;;;;
PARTLY CLOUDY;Snow: COMPACT;Temperature - Start:;-3°C;Temperature - Finish:; -2°C
Legend:
YB Year of Birth
TUE 29 DEC 2020 / Bormio (ITA) / 0064_______________________________________________________________________________________________________________________Page 2/2
Data Processing by LONGINES_____________________________________________www.fis-ski.com________________________________________________________LONGINES Timing
Generation date : TUE 29 DEC 2020	Time : 13:17	Document: C73A 1.0
