DECEMBER
CEOD
Audi
FIS Ski World Cup
bormio
FIS SKI
WORLD CUP
G88D
FIS Ski World Cup F I S®
AUDI FIS SKI WORLD CUP 2020/21
__________Bormio (ITA)________
3rd Men's Super-G
OFFICIAL RESULTS
LONGINES
TUE 29 DEC 2020
Start Time 11:30
: 0.00
Number of Competitors: 53, Number of NSAs: 10
Rank;Bib;"FIS
Code";Name;YB;"NSA
Code";Time;Difference;"Distance
(m)";Ski
1;8;6530319;COCHRAN-SIEGLE Ryan;1992;USA;1:29.43;;;Rossignol
2;5;53980;KRIECHMAYR Vincent;1991;AUT;1:30.22;0.79;18.64;Head
3;10;422310;SEJERSTED Adrian Smiseth;1994;NOR;1:30.37;0.94;22.15;Atomic
4;9;422139;KILDE Aleksander Aamodt;1992;NOR;1:30.61;1.18;27.73;Atomic
5;7;511513;CAVIEZEL Mauro;1988;SUI;1:30.79;1.36;31.89;Atomic
6;13;421483;JANSRUD Kjetil;1985;NOR;1:30.80;1.37;32.12;Head
7;27;51215;BAUMANN Romed;1986;GER;1:30.88;1.45;33.97;Salomon
8;22;512042;KRYENBUEHL Urs;1994;SUI;1:0.91;1.48;34.66;Fischer
9;11;512269;ODERMATT Marco;1997;SUI;1:30.93;1.50;35.12;Stoeckli
10;15;53902;MAYER Matthias;1990;AUT;1:30.96;1.53;35.81;Head
11;24;511852;CAVIEZEL Gino;1992;SUI;1:31.19;1.76;41.09;Dynastar
12;1;194364;PINTURAULT Alexis;1991;FRA;1:31.21;1.78;41.55;Head
13;31;512182;MEILLARD Loic;1996;SUI;1:31.24;1.81;42.23;Rossignol
14;29;194298;GIEZENDANNER Blaise;1991;FRA;1:31.27;1.84;42.92;Atomic
15;41;202762;JOCHER Simon;1996;GER;1:31.28;1.85;43.15;Head
15;17;530874;GANONG Travis;1988;USA;1:31.28;1.85;43.15;Atomic
17;28;561310;HROBAT Miha;1995;SLO;1:31.43;2.00;46.57;Atomic
18;2;291459;PARIS Dominik;1989;ITA;1:31.45;2.02;47.03;Nordica
19;12;194858;ALLEGRE Nils;1994;FRA;1:31.46;2.03;47.25;Salomon
20;3;200379;SANDER Andreas;1989;GER;1:31.58;2.15;49.98;Atomic
21;21;202059;FERSTL Josef;1988;GER;1:31.59;2.16;50.21;Head
22;30;194190;ROGER Brice;1990;FRA;1:31.68;2.25;52.25;Rossignol
22;26;512038;ROGENTIN Stefan;1994;SUI;1:31.68;2.25;52.25;Fischer
24;48;194650;PICCARD Roy;1993;FRA;1:31.77;2.34;54.29;Rossignol
24;14;53817;FRANZ Max;1989;AUT;1:31.77;2.34;54.29;Fischer
26;47;293550;MARSAGLIA Matteo;1985;ITA;1:31.83;2.40;55.64;Fischer
27;35;54371;BABINSKY Stefan;1996;AUT;1:31.84;2.41;55.87;Head
28;23;104531;CRAWFORD James;1997;CAN;1:31.86;2.43;56.32;Head
29;6;191740;CLAREY Johan;1981;FRA;1:31.95;2.52;58.35;Head
30;16;6290985;BUZZI Emanuele;1994;ITA;1:32.07;2.64;61.05;Head
31;20;293006;INNERHOFER Christof;1984;ITA;1:32.10;2.67;61.72;Rossignol
32;18;54009;WALDER Christian;1991;AUT;1:32.21;2.78;64.19;Salomon
33;19;511383;FEUZ Beat;1987;SUI;1;32.43;3.00;69.10;Head
34;40;53975;HEMETSBERGER Daniel;1991;AUT;1;32.45;3.02;69.55;Fischer
35;51;202525;SCHMID Manuel;1993;GER;1;32.57;3.14;72.22;Rossignol
36;50;6291053;ZAZZI Pietro;1994;ITA;1;32.78;3.35;76.87;
37;39;6530104;BENNETT Bryce;1992;USA;1;32.82;3.39;77.76;Fischer
38;4;50742;REICHELT Hannes;1980;AUT;1;32.98;3.55;81.29;Salomon
39;44;194368;RAFFORT Nicolas;1991;FRA;1;33.07;3.64;83.27;Rossignol
40;25;192746;THEAUX Adrien;1984;FRA;1;33.27;3.84;87.65;Head
41;49;934643;GOLDBERG Jared;1991;USA;1;33.39;3.96;90.28;Head
42;34;54445;HAASER Raphael;1997;AUT;1;33.54;4.11;93.54;Fischer
43;52;103271;THOMSEN Benjamin;1987;CAN;1;33.67;4.24;96.37;Head
44;43;6291625;SCHIEDER Florian;1995;ITA;1;33.70;4.27;97.02;Atomic
TUE 29 DEC 2020 / Bormio (ITA) / 0064_______________________________________________________________________________________________________________________Page 1/2
Data Processing by LONGINES_____________________________________________www.fis-ski.com________________________________________________________LONGINES Timing
Generation date : TUE 29 DEC 2020	Time : 13:17	Document: C73A 1.0
<3880
Audi
FIS Ski World Cup
AUDI FIS SKI WORLD CUP 2020/21
__________Bormio (ITA)_________
3rd Men's Super-G
OFFICIAL RESULTS
LONGINES
TUE 29 DEC 2020
Start Time 11:30
Number of Competitors: 53, Number of NSAs: 10
applied: 0.00
Rank;Bib;"FIS
Code";Name;YB;NSA;;;"Distance
(m)";Ski
;;;;;Code;Time;Difference;;
45;53;6531444;ARVIDSSON Erik;1996;USA;1:34.43;5.00;112.73;Head
DID NOT FINISH: 7 competitors
32;54209;KRENN Christoph;1994;AUT;Salomon
33;291318;TONETTI Riccardo;1989;ITA;Blizzard
