DECEMBER
CEOD
Audi
FIS Ski World Cup
bormio
FIS SKI
WORLD CUP
G88D
FIS Ski World Cup F I S®
AUDI FIS SKI WORLD CUP 2020/21
__________Bormio (ITA)__________
3rd Men's Downhill
OFFICIAL RESULTS
LONGINES
WED 30 DEC 2020
Start Time 11:30
: 0.00
Number of Competitors: 51, Number of NSAs: 10
Rank;Bib;"FIS
Code";Name;YB;"NSA
Code";Time;Difference;"Distance
(m)";Ski
1;13;53902;MAYER Matthias;1990;AUT;1:57.32;;;Head
2;11;53980;KRIECHMAYR Vincent;1991;AUT;1:57.36;0.04;1.11;Head
3;10;512042;KRYENBUEHL Urs;1994;SUI;1:57.38;0.06;1.67;Fischer
4;15;291459;PARIS Dominik;1989;ITA;1:57.45;0.13;3.62;Nordica
5;3;511513;CAVIEZEL Mauro;1988;SUI;1:57.48;0.16;4.45;Atomic
6;5;422139;KILDE Aleksander Aamodt;1992;NOR;1:57.60;0.28;7.79;Atomic
7;7;6530319;COCHRAN-SIEGLE Ryan;1992;USA;1:57.62;0.30;8.34;Rossignol
8;14;6190176;BAILET Matthieu;1996;FRA;1:57.70;0.38;10.56;Salomon
9;17;191740;CLAREY Johan;1981;FRA;1:57.79;0.47;13.05;Head
10;9;511383;FEUZ Beat;1987;SUI;1:57.91;0.59;16.36;Head
11;8;293006;INNERHOFER Christof;1984;ITA;1:57.95;0.63;17.47;Rossignol
12;31;512269;ODERMATT Marco;1997;SUI;1:58.12;0.80;22.15;Stoeckli
13;18;53817;FRANZ Max;1989;AUT;1:58.28;0.96;26.54;Fischer
14;2;51215;BAUMANN Romed;1986;GER;1:58.34;1.02;28.18;Salomon
15;29;293550;MARSAGLIA Matteo;1985;ITA;1:58.52;1.20;33.11;Fischer
16;1;194167;MUZATON Maxence;1990;FRA;1:58.57;1.25;34.47;Rossignol
17;44;501987;MONSEN Felix;1994;SWE;1:58.68;1.36;37.47;Atomic
18;39;194190;ROGER Brice;1990;FRA;1:58.70;1.38;38.02;Rossignol
19;30;200379;SANDER Andreas;1989;GER;1:58.73;1.41;38.83;Atomic
20;27;934643;GOLDBERG Jared;1991;USA;1:58.78;1.46;40.19;Head
21;33;202525;SCHMID Manuel;1993;GER;1:58.86;1.54;42.37;Rossignol
22;42;53975;HEMETSBERGER Daniel;1991;AUT;1:58.91;1.59;43.72;Fischer
23;49;104531;CRAWFORD James;1997;CAN;1:59.08;1.76;48.33;Head
24;26;192746;THEAUX Adrien;1984;FRA;1:59.13;1.81;49.68;Head
24;6;54005;STRIEDINGER Otmar;1991;AUT;1:59.13;1.81;49.68;Salomon
26;48;202762;JOCHER Simon;1996;GER;1:59.28;1.96;53.73;Head
27;21;202059;FERSTL Josef;1988;GER;1:59.43;2.11;57.77;Head
28;40;54080;NEUMAYER Christopher;1992;AUT;1:59.47;2.15;58.85;Salomon
29;34;512038;ROGENTIN Stefan;1994;SUI;1:59.51;2.19;59.92;Fischer
30;24;202345;SCHWAIGER Dominik;1991;GER;1:59.62;2.30;62.87;Head
31;37;54009;WALDER Christian;1991;AUT;1:59.67;2.35;64.21;Salomon
31;20;530874;GANONG Travis;1988;USA;1:59.67;2.35;64.21;Atomic
33;41;104468;READ Jeffrey;1997;CAN;1:59.70;2.38;65.02;Atomic
34;32;6290985;BUZZI Emanuele;1994;ITA;1:59.75;2.43;66.36;Head
35;28;422310;SEJERSTED Adrian Smiseth;1994;NOR;2:00.08;2.76;75.16;Atomic
36;22;194368;RAFFORT Nicolas;1991;FRA;2:00.30;2.98;81.00;Rossignol
37;43;103271;THOMSEN Benjamin;1987;CAN;2:00.33;3.01;81.80;Head
38;47;194298;GIEZENDANNER Blaise;1991;FRA;2:00.37;3.05;82.86;Atomic
39;35;561216;KLINE Bostjan;1991;SLO;2:00.39;3.07;83.39;Nordica
40;38;6290393;CAZZANIGA Davide;1992;ITA;2:00.49;3.17;86.03;Atomic
41;50;54371;BABINSKY Stefan;1996;AUT;2:01.19;3.87;104.42;Head
Salomon
DID NOT FINISH: 8 competitors
4	194858 ALLEGRE Nils
1994 FRA
WED 30 DEC 2020 / Bormio (ITA) / 0063_______________________________________________________________________________________________________________________Page 1/2
Data Processing by LONGINES_____________________________________________www.fis-ski.com________________________________________________________LONGINES Timing
Generation date : WED 30 DEC 2020	Time : 13:34	Document: C73A 1.0
<3880
Audi
FIS Ski World Cup
AUDI FIS SKI WORLD CUP 2020/21
__________Bormio (ITA)_________
3rd Men's Downhill
OFFICIAL RESULTS
LONGINES
WED 30 DEC 2020
Start Time 11:30
Number of Competitors: 51, Number of NSAs: 10
applied: 0.00
Rank;Bib;"FIS
Code";Name;YB;"NSA
Code";"Distance
Time Difference
(m)";Ski
;12;6530104;BENNETT Bryce;1992;USA;;Fischer
;16;512124;HINTERMANN Niels;1995;SUI;;Atomic
;19;511313;JANKA Carlo;1986;SUI;;Rossignol
;23;511981;WEBER Ralph;1993;SUI;;Head
;25;50742;REICHELT Hannes;1980;AUT;;Salomon
;36;194542;GIRAUD MOINE Valentin;1992;FRA;;Salomon
;51;6291053;ZAZZI Pietro;1994;ITA;;
