CEOD
Audi
FIS Ski World Cup
KANDAHAR
2027
AUDI FIS SKI WELTCUP
Garmisch-Partenkirchen
05.02. - 06.02.
KANDAHAR
AUDI FIS SKI WORLD CUP 2020/21
Garmisch Partenkirchen (GER)
5th Men's Super-G
OFFICIAL RESULTS
LONGINES
SAT 6 FEB 2021
Start Time 11:30
: 0.00
Number of Competitors: 53, Number of NSAs: 11
Rank;Bib;"FIS
Code";Name;YB;NSA.Code;Difference;"Distance
(m)";Time;Points;Ski
1;5;53980;KRIECHMAYR Vincent;1991;AUT;1:12.68;;;0.00;Head
2;3;53902;MAYER Matthias;1990;AUT;1:12.85;0.17;5.09;2.78;Head
3;1;512269;ODERMATT Marco;1997;SUI;1:13.17;0.49;14.60;8.02;Stoeckli
4;6;194858;ALLEGRE Nils;1994;FRA;1:13.25;0.57;16.96;9.33;Salomon
5;17;293006;INNERHOFER Christof;1984;ITA;1:13.36;0.68;20.21;11.13;Rossignol
6;16;53817;FRANZ Max;1989;AUT;1:13.38;0.70;20.80;11.46;Fischer
7;12;512182;MEILLARD Loic;1996;SUI;1:13.42;0.74;21.97;12.12;Rossignol
8;19;291459;PARIS Dominik;1989;ITA;1:13.44;0.76;22.56;12.44;Nordica
9;2;511383;FEUZ Beat;1987;SUI;1:13.45;0.77;22.85;12.61;Head
10;10;51215;BAUMANN Romed;1986;GER;1:13.46;0.78;23.15;12.77;Salomon
10;8;511852;CAVIEZEL Gino;1992;SUI;1:13.46;0.78;23.15;12.77;Dynastar
12;15;530874;GANONG Travis;1988;USA;1:13.54;0.86;25.49;14.08;Atomic
13;11;200379;SANDER Andreas;1989;GER;1:13.62;0.94;27.83;15.39;Atomic
13;7;421483;JANSRUD Kjetil;1985;NOR;1:13.62;0.94;27.83;15.39;Head
15;26;501987;MONSEN Felix;1994;SWE;1:13.75;1.07;31.63;17.52;Atomic
15;21;54157;DANKLMAIER Daniel;1993;AUT;1:13.75;1.07;31.63;17.52;Atomic
17;4;50742;REICHELT Hannes;1980;AUT;1:13.78;1.10;32.50;18.01;Salomon
18;40;202762;JOCHER Simon;1996;GER;1:13.82;1.14;33.67;18.67;Head
19;14;104531;CRAWFORD James;1997;CAN;1:13.87;1.19;35.12;19.48;Head
20;29;54371;BABINSKY Stefan;1996;AUT;1:13.96;1.28;37.73;20.96;Head
21;38;104272;SEGER Brodie;1995;CAN;1:14.11;1.43;42.06;23.41;Atomic
22;13;54009;WALDER Christian;1991;AUT;1:14.13;1.45;42.64;23.74;Salomon
23;20;194298;GIEZENDANNER Blaise;1991;FRA;1:14.18;1.50;44.08;24.56;Atomic
24;18;191740;CLAREY Johan;1981;FRA;1:14.21;1.53;44.95;25.05;Head
25;27;561310;HROBAT Miha;1995;SLO;1:14.32;1.64;48.11;26.85;Atomic
26;30;293550;MARSAGLIA Matteo;1985;ITA;1:14.33;1.65;48.39;27.02;Fischer
27;33;511981;WEBER Ralph;1993;SUI;1:14.36;1.68;49.25;27.51;Head
28;24;512038;ROGENTIN Stefan;1994;SUI;1:14.39;1.71;50.11;28.00;Fischer
28;23;561216;KLINE Bostjan;1991;SLO;1:14.39;1.71;50.11;28.00;Nordica
30;25;6290985;BUZZI Emanuele;1994;ITA;1:14.48;1.80;52.69;29.47;Head
31;42;511896;MURISIER Justin;1992;SUI;1:14.52;1.84;53.83;30.13;Head
32;45;6291625;SCHIEDER Florian;1995;ITA;1:14.53;1.85;54.11;30.29;Atomic
33;31;291318;TONETTI Riccardo;1989;ITA;1:14.55;1.87;54.68;30.62;Blizzard
34;32;104096;THOMPSON Broderick;1994;CAN;1:14.60;1.92;56.11;31.44;Head
35;41;53975;HEMETSBERGER Daniel;1991;AUT;1:14.84;2.16;62.92;35.37;Fischer
36;37;6290845;BOSCA Guglielmo;1993;ITA;1:14.85;2.17;63.20;35.53;Head
36;22;192746;THEAUX Adrien;1984;FRA;1:14.85;2.17;63.20;35.53;Head
38;34;512124;HINTERMANN Niels;1995;SUI;1:14.87;2.19;63.77;35.86;Atomic
39;39;6530104;BENNETT Bryce;1992;USA;1:14.90;2.22;64.61;36.35;Fischer
40;49;934643;GOLDBERG Jared;1991;USA;1:14.93;2.25;65.46;36.84;Head
41;50;202525;SCHMID Manuel;1993;GER;1:14.95;2.27;66.03;37.17;Rossignol
42;43;202345;SCHWAIGER Dominik;1991;GER;1:14.98;2.30;66.87;37.66;Head
43;35;194650;PICCARD Roy;1993;FRA;1:15.21;2.53;73.33;41.42;Rossignol
