43;31;512039;ROULIN Gilles;1994;SUI;1:37.57;3.76;112.53;50.10;Head
44;39;291318;TONETTI Riccardo;1989;ITA;1:37.79;3.98;118.84;53.03;Blizzard
45;45;103271;THOMSEN Benjamin;1987;CAN;1:38.39;4.58;135.92;61.03;Head
46;49;194650;PICCARD Roy;1993;FRA;1:38.63;4.82;142.70;64.23;Rossignol
FRI 5 FEB 2021 / Garmisch Partenkirchen (GER) / 0121________________________________________________________________________________________________________________Page 1/2
Data Processing by LONGINES_________________________________________________www.fis-ski.com___________________________________________________________LONGINES Timing
Generation date : FRI 5 FEB 2021	Time : 14:16	Document: C73A 1.0
'	WfctiKr y^SGENERALIj
ft LOTTO
TechniSat
J xiaomi
<3880
Audi
FIS Ski World Cup
AUDI FIS SKI WORLD CUP 2020/21
Garmisch Partenkirchen (GER)
6th Men's Downhill
OFFICIAL RESULTS
LONGINES
FRI 5 FEB 2021
Start Time 11:30
applied: 0.00
Number of Competitors: 58, Number of NSAs: 13
Rank;Bib;"FIS
Code";Name;YB;NSA;;;"Distance
(m)";Race;
;;;;;Code;Time;Difference;;Points;Ski
47;56;6291053;ZAZZI Pietro;1994;ITA;1:38.96;5.15;151.96;68.62;Salomon
48;57;350095;PFIFFNER Marco;1994;LIE;1:39.20;5.39;158.66;71.82;Fischer
49;58;700878;BENDIK Martin;1993;SVK;1:39.90;6.09;178.01;81.15;Atomic
DID NOT FINISH: 8 competitors
24;202059;FERSTL Josef;1988;GER;Head
25;50742;REICHELT Hannes;1980;AUT;Salomon
26;194368;RAFFORT Nicolas;1991;FRA;Rossignol
36;512038;ROGENTIN Stefan;1994;SUI;Fischer
40;54009;WALDER Christian;1991;AUT;Salomon
41;194190;ROGER Brice;1990;FRA;Rossignol
53;561310;HROBAT Miha;1995;SLO;Atomic
55;492063;ETXEZARRETA Adur;1996;ESP;Head
DISQUALIFIED: 1
4
competitor
194167 MUZATON Maxence
1990 FRA Gate 32
Rule 629.3 Rossignol
Reason for disqualification:
629.3 Does not pass through a gate correctly
Jury;;;Technical Data;
FIS Technical Delegate;ZINGERLE Josef;ITA;Course Name;Kandahar 1
Referee;COUDER Emmanuel;FIS;Start Altitude;1490m
Assistant Referee;TRINKL Hannes;FIS;Finish Altitude;770m
Chief of Race;BECK Florian;GER;Vertical Drop;720m
;;;Course Length;2920m
;;;Homologation Number;13281/11/19
Race Information;;;;
Course Setter;TRINKL Hannes;FIS;;
Gates	33
Start Time	11:30
Forerunners:;;;;;;
;F1 - SCHRAMM Jacob;GER;F2 - DRESSEN Thomas;GER;F3 - CASSE Mattia;ITA
Conditions on course:;;;;;
SUNNY;Snow: HARD;Temperature - Start:;-1°C;Temperature - Finish:;-1°C
Legend:
YB Year of Birth
FRI 5 FEB 2021 / Garmisch Partenkirchen (GER) / 0121________________________________________________________________________________________________________________Page 2/2
Data Processing by LONGINES_________________________________________________www.fis-ski.com___________________________________________________________LONGINES Timing
Generation date : FRI 5 FEB 2021	Time : 14:16	Document: C73A 1.0
'	WfctiKr y^SGENERALIj
ft LOTTO
FwESTWINGj
J xiaomi
