CEOD
Audi
FIS Ski World Cup
KANDAHAR
2027
AUDI FIS SKI WELTCUP
Garmisch-Partenkirchen
05.02. - 06.02.
KANDAHAR
AUDI FIS SKI WORLD CUP 2020/21
Garmisch Partenkirchen (GER)
6th Men's Downhill
OFFICIAL RESULTS
LONGINES
FRI 5 FEB 2021
Start Time 11:30
: 0.00
Number of Competitors: 58, Number of NSAs: 13
Rank;Bib;"FIS
Code";Name;YB;NSA;;Difference;"Distance
(m)";Race;
;;;;;Code;Time;;;Points;Ski
1;5;291459;PARIS Dominik;1989;ITA;1:33.81;;;0.00;Nordica
2;3;511383;FEUZ Beat;1987;SUI;1:34.18;0.37;11.47;4.93;Head
3;1;53902;MAYER Matthias;1990;AUT;1:34.21;0.40;12.40;5.33;Head
4;10;53817;FRANZ Max;1989;AUT;1:34.23;0.42;13.01;5.60;Fischer
5;8;293006;INNERHOFER Christof;1984;ITA;1:34.53;0.72;22.24;9.59;Rossignol
6;11;511313;JANKA Carlo;1986;SUI;1:34.83;1.02;31.41;13.59;Rossignol
7;6;530874;GANONG Travis;1988;USA;1:34.91;1.10;33.84;14.66;Atomic
8;20;512269;ODERMATT Marco;1997;SUI;1:34.93;1.12;34.45;14.92;Stoeckli
9;21;53975;HEMETSBERGER Daniel;1991;AUT;1:34.96;1.15;35.36;15.32;Fischer
10;7;191740;CLAREY Johan;1981;FRA;1:34.99;1.18;36.27;15.72;Head
11;9;53980;KRIECHMAYR Vincent;1991;AUT;1:35.04;1.23;37.79;16.39;Head
12;23;202345;SCHWAIGER Dominik;1991;GER;1:35.17;1.36;41.73;18.12;Head
13;15;421483;JANSRUD Kjetil;1985;NOR;1:35.23;1.42;43.54;18.92;Head
14;13;51215;BAUMANN Romed;1986;GER;1:35.34;1.53;46.86;20.39;Salomon
15;12;512124;HINTERMANN Niels;1995;SUI;1:35.37;1.56;47.76;20.79;Atomic
16;17;54005;STRIEDINGER Otmar;1991;AUT;1:35.57;1.76;53.77;23.45;Salomon
17;16;6190176;BAILET Matthieu;1996;FRA;1:35.87;2.06;62.74;27.45;Salomon
18;22;934643;GOLDBERG Jared;1991;USA;1:35.94;2.13;64.83;28.38;Head
19;14;194858;ALLEGRE Nils;1994;FRA;1:35.96;2.15;65.42;28.65;Salomon
20;37;501987;MONSEN Felix;1994;SWE;1:35.99;2.18;66.32;29.05;Atomic
21;2;6530104;BENNETT Bryce;1992;USA;1:36.04;2.23;67.80;29.71;Fischer
22;29;293550;MARSAGLIA Matteo;1985;ITA;1:36.05;2.24;68.10;29.85;Fischer
23;27;192746;THEAUX Adrien;1984;FRA;1:36.13;2.32;70.47;30.91;Head
24;19;200379;SANDER Andreas;1989;GER;1:36.18;2.37;71.95;31.58;Atomic
25;51;202762;JOCHER Simon;1996;GER;1:36.59;2.78;84.04;37.04;Head
25;30;54157;DANKLMAIER Daniel;1993;AUT;1:36.59;2.78;84.04;37.04;Atomic
27;28;422310;SEJERSTED Adrian Smiseth;1994;NOR;1:36.70;2.89;87.27;38.51;Atomic
28;34;422403;ROEA Henrik;1995;NOR;1:36.74;2.93;88.44;39.04;Nordica
29;35;202525;SCHMID Manuel;1993;GER;1:36.77;2.96;89.32;39.44;Rossignol
30;32;6290985;BUZZI Emanuele;1994;ITA;1:36.78;2.97;89.61;39.57;Head
31;18;561255;CATER Martin;1992;SLO;1:36.79;2.98;89.90;39.71;Stoeckli
32;54;104096;THOMPSON Broderick;1994;CAN;1:36.82;3.01;90.78;40.11;Head
33;43;104468;READ Jeffrey;1997;CAN;1:37.00;3.19;96.03;42.51;Atomic
34;46;6531444;ARVIDSSON Erik;1996;USA;1:37.02;3.21;96.61;42.77;Head
35;50;511847;MANI Nils;1992;SUI;1:37.09;3.28;98.65;43.71;Stoeckli
36;52;6291625;SCHIEDER Florian;1995;ITA;1:37.11;3.30;99.23;43.97;Atomic
37;33;511981;WEBER Ralph;1993;SUI;1:37.21;3.40;102.13;45.30;Head
38;48;104531;CRAWFORD James;1997;CAN;1:37.29;3.48;104.45;46.37;Head
39;44;104272;SEGER Brodie;1995;CAN;1:37.35;3.54;106.18;47.17;Atomic
40;47;6531520;MORSE Sam;1996;USA;1:37.38;3.57;107.05;47.57;Fischer
41;38;561216;KLINE Bostjan;1991;SLO;1:37.44;3.63;108.78;48.37;Nordica
42;42;54080;NEUMAYER Christopher;1992;AUT;1:37.45;3.64;109.07;48.50;Salomon
